text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.757927600003313,6.757927600003313,space,0.3070869999937713,,,203737,001,2023-02-04_20h05.49.014,sample,2022.2.5,60.72755251657856,
,,,,7.0911658000113675,,,,,,,,
