trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.617793500001426,7.617793500001426,space,1.1992274999938672,,,146013,001,2023-02-05_00h57.13.558,sample,2022.2.5,59.983900320766296,
,,,,,,,,8.84966429999622,,,,,,,,
