text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17.68890370000736,17.68890370000736,space,0.5144852999947034,,,11,001,2023-02-05_00h06.55.768,sample,2022.2.5,61.197188353207245,
,,,,18.22229070001049,,,,,,,,
