trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.6479454999935115,6.6479454999935115,space,0.43497040000511333,,,616361,001,2023-02-05_00h57.56.059,sample,2022.2.5,59.816518809281746,
,,,,,,,,7.114612999997917,,,,,,,,
