text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,tr_sc_resp_kb.started,tr_sc_resp_kb.keys,txt.started,start_smoth_keybrd.started,participant,session,date,expName,psychopyVersion,frameRate,
8.659358300006716,8.659358300006716,space,1.1415447999897879,,,,,,,913011,001,2023-02-04_19h53.50.445,sample,2022.2.5,None,
,,,,9.825995899998816,12.825828500004718,12.825828500004718,None,,,913011,001,2023-02-04_19h53.50.445,sample,2022.2.5,None,
,,,,,,,,26.959528200008208,26.959528200008208,,,,,,,
