trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.706001300000935,6.706001300000935,space,0.6534609999944223,,,670540,001,2023-02-05_02h39.23.140,sample,2022.2.5,60.00945749090786,
,,,,,,,,7.3893130000069505,,,,,,,,
