text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
212.087460499999,212.087460499999,space,1.6042237999936333,,,155975,001,2023-02-05_00h05.46.830,sample,2022.2.5,59.97688490710279,
,,,,213.72070099999837,,,,,,,,
