text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,tr_sc_resp_kb.started,participant,session,date,expName,psychopyVersion,frameRate,
6.386398799993913,6.386398799993913,space,0.8051108000072418,,,573845,001,2023-02-05_00h11.56.402,sample,2022.2.5,59.97681296210682,
,,,,7.2210225999879185,8.236330899992026,,,,,,,
