text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,tr_sc_resp_kb.started,participant,session,date,expName,psychopyVersion,frameRate,
7.668772400007583,7.668772400007583,space,1.4987855999934254,,,,517997,001,2023-02-04_20h02.15.832,sample,2022.2.5,60.00816111092745,
,,,,9.185216099998797,12.185454599995865,12.185454599995865,,,,,,,
