text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,tr_sc_resp_kb.started,tr_sc_resp_kb.keys,txt.started,start_smoth_keybrd.started,participant,session,date,expName,psychopyVersion,frameRate,
7.137007600002107,7.137007600002107,space,0.7785445999907097,,,,,,,949516,001,2023-02-05_00h47.45.584,sample,2022.2.5,59.90603139671727,
,,,,7.936666599998716,9.436513599997852,9.436513599997852,None,,,949516,001,2023-02-05_00h47.45.584,sample,2022.2.5,59.90603139671727,
,,,,,,,,13.070086799998535,13.070086799998535,,,,,,,
