trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.138086299994029,7.138086299994029,space,0.6259769999887794,,,093451,001,2023-02-05_02h22.30.307,sample,2022.2.5,59.9645849152418,
,,,,,,,,7.787983599992003,9.287844199992833,,,,,,,
