text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,tr_sc_resp_kb.started,tr_sc_resp_kb.keys,txt.started,start_smoth_keybrd.started,start_smoth_keybrd.keys,start_smoth_keybrd.rt,tr_smooth_key_smooth_resp_.started,tr_smooth_key_smooth_resp_.keys,tr_smooth_key_smooth_resp_.rt,tr_circ_resp_keyboard.started,tr_circ_resp_keyboard.keys,participant,session,date,expName,psychopyVersion,frameRate,
9.790093299990986,9.790093299990986,space,2.3286241000023438,,,,,,,,,,,,,,12,001,2023-02-04_19h24.26.274,sample,2022.2.5,60.017381031395814,
,,,,12.140442399992025,15.143390999990515,15.143390999990515,None,,,,,,,,,,12,001,2023-02-04_19h24.26.274,sample,2022.2.5,60.017381031395814,
,,,,,,,,29.27398469999025,29.27398469999025,space,1.5575737000035588,,,,,,12,001,2023-02-04_19h24.26.274,sample,2022.2.5,60.017381031395814,
,,,,30.857263400001102,31.85719359999348,,,,,,,31.85719359999348,space,30.289520200007246,,,12,001,2023-02-04_19h24.26.274,sample,2022.2.5,60.017381031395814,
,,,,,,,,,,,,,,,62.17603719999897,None,12,001,2023-02-04_19h24.26.274,sample,2022.2.5,60.017381031395814,
