text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,tr_sc_resp_kb.started,participant,session,date,expName,psychopyVersion,frameRate,
6.6660332000028575,6.6660332000028575,space,1.0065040000044974,,,,958697,001,2023-02-04_20h01.45.492,sample,2022.2.5,60.5726905595044,
,,,,7.699367099994561,10.699460400006501,10.699460400006501,,,,,,,
