trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.025292800011812,8.025292800011812,space,0.702536600001622,,,686435,001,2023-02-06_01h51.09.674,sample,2022.2.5,60.055262850697005,
,,,,,,,,8.758566400007112,,,,,,,,
