text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,participant,session,date,expName,psychopyVersion,frameRate,
8.140383200006909,8.140383200006909,space,0.5297439999994822,,529936,001,2023-02-04_20h04.36.833,sample,2022.2.5,None,
,,,,8.687651400003233,,,,,,,
