text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.765231500001391,10.765231500001391,space,0.46655130000726786,,,596538,001,2023-02-04_19h50.54.123,sample,2022.2.5,None,
,,,,11.248591600000509,,,,,,,,
