text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,corss_image.stopped,tr_sc_resp_kb.started,tr_sc_resp_kb.keys,txt.started,start_smoth_keybrd.started,participant,session,date,expName,psychopyVersion,frameRate,
25.506028100004187,25.506028100004187,space,1.200333100001444,,,,,,,505985,001,2023-02-05_00h47.13.674,sample,2022.2.5,59.971057968709594,
,,,,26.739314600010403,28.73942060000263,28.73942060000263,None,,,505985,001,2023-02-05_00h47.13.674,sample,2022.2.5,59.971057968709594,
,,,,,,,,35.87270140000328,35.87270140000328,,,,,,,
