text.started,start_scade_key_resp.started,start_scade_key_resp.keys,start_scade_key_resp.rt,corss_image.started,tr_sc_resp_kb.started,participant,session,date,expName,psychopyVersion,frameRate,
8.55028160000802,8.55028160000802,space,0.760877900000196,,,280026,001,2023-02-04_20h12.13.871,sample,2022.2.5,None,
,,,,9.336486400003196,12.350277799996547,,,,,,,
